Index,Chinese,Pingyin,English
746, 试点, shì diǎn, pilot; launch a pilot project
747, 适当, shì dàng, suitable; proper; appropriate
748, 收藏, shōucáng, Collection
749, 收取, shōu qǔ, charge
750, 收养, shōu yǎng, adoption; adopt
751, 手续费, shǒu xù fèi, handling fee; commission
752, 首（名）, shǒu, head; leader; chief; aspect
753, 首次, shǒu cì, for the first time; first
754, 首脑, shǒu nǎo, head; leader; headman
755, 首席, shǒu xí, chief; seat of honor
757, 书房, shū fáng, study
758, 薯片, shǔ piàn, chips; crisps; potato chips
759, 薯条, shǔ tiáo, french fries
760, 双打, shuāng dǎ, doubles; pair game
761, 爽, shuǎng, bright; clear; frank;
762, 水泥, shuǐní, cement
763, 税, shuì, tax
764, 顺, shùn, along; with; obey; yield to;
765, 说明书, shuō míng shū, manual; synopsis
766, 说实话, shuō shí huà, to be frank; tell the truth; to
767, 司长, sī zhǎng, director; department Chief
768, 死亡, sǐwáng, death
769, 四处, sì chù, around; all over the place; in
770, 寺, sì, temple
771, 送礼, sòng lǐ, present; send gifts
773, 素质, sùzhì, quality
774, 算了, suàn le, forget it
775, 算是, suàn shì, at last; be considered
776, 虽, suī, though; although; even if
777, 岁数, suì shù, age
778, 所（助）, suǒ, (auxiliary word)
779, 踏实, tāshi," earnest, steady and sure"
780, 塔, tǎ, tower
781, 踏, tà, step on; stamp; tread;
782, 台灯, tái dēng, desk lamp; table lamp;
783, 太阳能, tài yáng néng, solar energy
784, 叹气, tànqì, Sigh
785, 探索, tànsuǒ, explore
786, 探讨, tàntǎo, discuss; probe into
787, 趟, tàng, Trip
788, 掏, tāo, Dig
789, 特, tè, particular; special;
791, 特地, tè dì, for a special purpose;
792, 特快, tè kuài, express
793, 特意, tèyì, specially
794, 疼痛, téng tòng, pain; ache; soreness
795, 踢, tī, kick
796, 提交, tí jiāo, submit; refer
797, 提升, tí shēng, promote; hoist; elevate;
798, 天然, tiān rán, natura
799, 天堂, tiāntáng, heaven
800, 天下, tiān xià, world
801, 添, tiān, add; increase; have a baby
802, 田, tián, field; farm
803, 田径, tiánjìng, Athletics
804, 跳水, tiào shuǐ, dive; diving
805, 听取, tīng qǔ, listen to; hear
806, 通报, tōng bào, circulate a notice; circular;
807, 通道, tōng dào, access; aisle; passage;
809, 通话, tōng huà, call; converse; communicate
810, 通行, tōng xíng, go through; pass through;
811, 通讯, tōngxùn, communication
812, 同, tóng, same; similar; alike; like;
813, 同胞, tóngbāo, Compatriot
814, 同行, tóng háng, peer; of the same trade or
815, 同期, tóng qī, corresponding time period;
816, 同一, tóng yī, same; identical
817, 铜牌, tóng pái, bronze medal; copper medal
818, 头疼, tóu téng, headache
819, 投票, tóupiào, vote
820, 透露, tòulù, disclose
821, 图书, tú shū, books
822, 徒弟, túdì, Apprentice
823, 途径, tújìng, channel
825, 团队, tuán duì, team
826, 推出, tuī chū, roll out; push -off
827, 退票, tuì piào, refund; return a ticket
828, 吞, tūn, swallow; gulp; annex;
829, 托, tuō, support from under; set off;
830, 拖, tuō, pull; drag; draw; haul; trail;
831, 拖鞋, tuō xié, slipper
832, 挖, wā, dig; excavate; scoop
833, 娃娃, wáwa, A doll
834, 哇, wa, wow
835, 外币, wài bì, foreign currency
836, 外部, wài bù, outside; external; exterior
837, 外出, wài chū, go out
838, 外观, wài guān, exterior; outward
839, 外科, wài kē, surgery; surgical department
840, 外来, wài lái, foreign; external; outside
842, 外衣, wài yī, coat; jacket; outer clothing;
843, 外资, wài zī, foreign investment
844, 弯曲, wān qū, winding; meandering;
845, 顽皮, wán pí, naughty; mischievous
846, 顽强, wánqiáng, Tenacious
847, 王后, wáng hòu, queen
848, 王子, wángzǐ, prince
849, 网吧, wǎng bā, internet cafe; internet bar
850, 网页, wǎng yè, web page
851, 往后, wǎng hòu, from now on; later; in the
852, 往来, wǎng lái, back and forth; contact;
853, 往年, wǎng nián, in previous years; in former
854, 望见, wàng jiàn, see; set eyes on
855, 危机, wēijī, crisis
857, 微波炉, wēi bō lú, microwave oven
858, 维生素, wéishēngsù, Vitamin
859, 为此, wèi cǐ, to this end; for this reason;
860, 为何, wèi hé, why; for what reason
861, 文娱, wén yú, cultural recreation;
862, 卧铺, wò pù, sleeper; sleeping berth
863, 乌云, wū yún, dark clouds; black clouds
864, 无边, wú biān, boundless
865, 无关, wú guān, have nothing to do;
866, 无效, wú xiào, invalid; null; to no avail; in
867, 舞蹈, wǔdǎo, Dance
868, 物品, wù pǐn, article; goods; item
869, 误, wù, mistake; error; miss; by
870, 西班牙语, xī bān yá yǔ, Spanish language
871, 吸毒, xī dú, drug; drug addict
872, 牺牲, xīshēng, sacrifice
874, 戏曲, xì qǔ, drama; Chinese opera
875, 细胞, xìbāo, Cells
876, 细菌, xìjūn, Bacteria
877, 先锋, xiān fēng, pioneer; vanguard
878, 嫌, xián, dislike and avoid
879, 显出, xiǎn chū, show; manifest
880, 险, xiǎn, danger; risk; danger;
881, 线路, xiàn lù, line; route; circuit
882, 陷入, xiànrù, fall into
883, 响声, xiǎng shēng, sound; noise
884, 想不到, xiǎng bú dào, unexpected
885, 消耗, xiāohào, consume
886, 消灭, xiāomiè, eliminate
887, 小费, xiǎo fèi, tip
888, 小麦, xiǎomài, Wheat
889, 小于, xiǎo yú, less than
890, 晓得, xiǎo dé, know
891, 笑脸, xiào liǎn, smiley; smiling face
892, 笑容, xiào róng, smiling expression; smile
893, 笑声, xiào shēng, laughter; laughing
895, 协商, xiéshāng, consult
896, 协调, xiétiáo, coordinate
897, 协助, xiézhù, assist
898, 写字楼, xiě zì lóu, office building
899, 写字台, xiě zì tái, writing desk; desk
900, 心灵, xīnlíng, Heart
901, 心愿, xīn yuàn, wish; aspiration
902, 心脏, xīnzàng, heart
903, 心脏病, xīn zàng bìng, heart disease
904, 新人, xīn rén, newcomer; new personality;
905, 新兴, xīn xīng, new; emerging; newly -
906, 薪水, xīnshui, salary
907, 信仰, xìnyǎng, Faith
908, 信用, xìn yòng, credit
909, 兴旺, xīngwàng, Prosperous
910, 行程, xíng chéng, travel; itinerary
911, 形, xíng, form; shape; body; entity;
913, 凶手, xiōngshǒu, Murderer
914, 修车, xiū chē, car repair; car repairing
915, 袖珍, xiù zhēn, pocket -size; pocket
916, 悬, xuán, hang; suspend; feel anxious;
917, 旋转, xuánzhuǎn, rotate
918, 选拔, xuǎnbá, Selection
919, 选举, xuǎnjǔ, Election
920, 学会, xué huì, learn; master; study
921, 学员, xué yuán, student; trainee
922, 血管, xuè guǎn, blood vessel; artery; vein
923, 血液, xuè yè, blood
924, 循环, xúnhuán, loop
925, 压迫, yāpò, Oppression
926, 烟花, yān huā, fireworks
927, 沿, yán, along; follow
928, 沿海, yánhǎi, coastal
929, 沿着, yán zhe, along
930, 研发, yán fā, research and development
931, 眼看, yǎn kàn, see; soon; in a moment;
933, 宴会, yànhuì, banquet
934, 洋, yáng, ocean; vast; multitudinous;
935, 仰, yǎng, look up; face upward
936, 养老, yǎng lǎo, pension; provide for the
937, 氧气, yǎngqì, oxygen
938, 样, yàng, appearance; shape; sample;
939, 药品, yào pǐn, drug; medicine; medicament
940, 要不然, yào bù rán, otherwise
941, 要好, yào hǎo, be close friends; try hard to
942, 要么, yào, me or; either ... or ...
943, 要素, yàosù, Essential factor
944, 野, yě, open space; field; wild;
945, 野生, yě shēng, wild; uncultivated; feral
946, 医药, yī yào, medicine; curative
947, 依次, yī cì, in proper order; successively
949, 一次性, yí cì xìng, disposable; single use
950, 一代, yí dài, generation
951, 一道, yí dào, together; a streak of
952, 一贯, yíguàn, consistent
953, 一路上, yí lù shàng, all the way; along the way
954, 仪器, yíqì, instrument
955, 仪式, yíshì, Ceremony
956, 遗憾, yíhàn, regret; pity
957, 一番, yì fān, some; one time
958, 一模一样, yì mú yí yàng, exactly the same; as like as
959, 一齐, yì qí, all together; simultaneously;
960, 一时, yì shí, for a short while; temporary;
961, 一同, yì tóng, together; at the same time
962, 一行, yì xíng, delegation; a group
963, 艺人, yì rén, actor; artist; artisan;
965, 异常, yìcháng, abnormal
966, 意想不到, yì xiǎng bù dào, unexpected; surprising; out
967, 意愿, yì yuàn, wish; desire; aspiration;
968, 因, yīn, cause; reason; because
969, 因素, yīnsù, Factor
970, 阴谋, yīnmóu, conspiracy
971, 阴影, yīn yǐng, shadow; shade
972, 音量, yīn liàng, volume; sound volume
973, 音像, yīn xiàng, audiovisual; audio -video
974, 隐藏, yǐn cáng, hide; hiding; conceal; put
975, 隐私, yǐnsī, Privacy
976, 印, yìn, seal; stamp; mark; print;
977, 英雄, yīngxióng, Hero
978, 迎来, yíng lái, usher in; greet
979, 影迷, yǐng mí, movie fan; film fan
980, 影星, yǐng xīng, movie star
982, 应急, yìng jí, meet an urgent need; meet
983, 用处, yòng chù, use; good; usefulness
984, 用得着, yòng de zháo, useful; need
985, 用法, yòng fǎ, usage; use
986, 用品, yòng pǐn, supplies; appliance
987, 用心, yòng xīn, attentively; intention;
988, 优质, yōu zhì, high quality; high grade
989, 游人, yóu rén, visitor; tourist; sightseer
990, 游玩, yóu wán, amuse; play; stroll; playing
991, 游戏机, yóu xì jī, game console; game
992, 游行, yóu xíng, parade; march;
993, 有关, yǒu guān, related; concerning; relate;
994, 有没有, yǒu méi yǒu, do you have...?; Have you
996, 于, yú, (preposition)
997, 娱乐, yúlè, entertainment
998, 愉快, yúkuài, Cheerful
999, 与, yǔ, and
1000, 宇航员, yǔ háng yuán, cosmonaut; astronaut
1001, 雨衣, yǔ yī, raincoat
1002, 预约, yù yuē, reservation; reserve; make
1003, 元素, yuánsù, element
1004, 园, yuán, garden; an area of land for
1005, 园地, yuán dì, garden; field
1006, 原, yuán, primary; original; former;
1007, 原告, yuángào, accuser
1008, 原谅, yuánliàng, Forgive
1009, 圆珠笔, yuán zhū bǐ, ball point pen
1010, 援助, yuán zhù, help; support; aid; back up
1011, 缘故, yuángù, Reason
1012, 远方, yuǎn fāng, distance
1014, 远远, yuǎn yuǎn, far away
1015, 约定, yuē dìng, appoint; arrange; promise;
1016, 乐曲, yuè qǔ, music; musical composition
1017, 晕, yūn, faint
1018, 允许, yǔnxǔ, allow
1019, 运作, yùn zuò, operation; operate
1020, 晕车, yùn chē, carsickness; motion sickness
1021, 杂, zá, miscellaneous; varied; mixed;
1022, 再生, zài shēng, regeneration; regenerate;
1023, 再说, zài shuō, besides; put off until some
1024, 遭到, zāo dào, suffer; suffered; meet with
1025, 遭受, zāoshòu, Suffer
1026, 遭遇, zāoyù, encounter
1027, 早晚, zǎo wǎn, sooner or later; morning and
1028, 增进, zēng jìn, enhance; promote
1030, 扎, zhā, Tie
1031, 扎实, zhāshi, solid
1032, 炸, zhà, explode; burst; bomb; flare
1033, 炸弹, zhà dàn, bomb
1034, 炸药, zhà yào, explosive; dynamite
1035, 债, zhài, debt; loan; owing
1036, 占据, zhànjù, Occupy
1037, 战场, zhàn chǎng, battleground; battlefield
1038, 战略, zhànlüè, strategy
1039, 战术, zhànshù, tactics
1040, 战友, zhàn yǒu, comrades in arms
1041, 站台, zhàn tái, platform; railway platform
1042, 章, zhāng, chapter; section; order;
1043, 长（秘书长）, zhǎng （mì shū zhǎng）, chief; head; leader (secretary general)
1044, 掌声, zhǎng shēng, applause
1045, 账, zhàng, account; debt
1046, 账户, zhànghù, account
1047, 涨, zhǎng, rise
1049, 招, zhāo, recruit; trick; attract; beckon
1050, 招聘, zhāopìn, recruit
1051, 照样, zhàoyàng, all the same; as before
1052, 照耀, zhàoyào, Shine
1053, 哲学, zhéxué, Philosophy
1054, 这就是说, zhè jiù shì shuō, this means that; that is to
1055, 镇, zhèn, town; tranquil; suppress;
1056, 争夺, zhēngduó, Fight for
1057, 整顿, zhěngdùn, rectify
1058, 整治, zhěng zhì, rectify; renovate; fix
1059, 正当, zhèngdāng, proper
1060, 政策, zhèngcè, policy
1061, 政党, zhèng dǎng, political party
1062, 政权, zhèngquán, regime
1063, 症状, zhèngzhuàng, Symptom
1064, 之类, zhī lèi, such as; and so on
1065, 支撑, zhīchēng, brace
1066, 支援, zhīyuán, support
1067, 枝, zhī, branch
1069, 织, zhī, knit; weave
1070, 直升机, zhí shēng jī, helicopter
1071, 职责, zhí zé, duty; responsibility
1072, 止, zhǐ, stop; only; just; till; to
1073, 只得, zhǐ dé, have to; have no alternative
1074, 只顾, zhǐ gù, merely; simply; only care for;
1075, 只管, zhǐ guǎn, by all means; not hesitate;
1076, 指定, zhǐdìng, Appoint
1077, 指数, zhǐ shù, index; exponent
1078, 指头, zhǐ, tou finger; toe
1079, 指着, zhǐ zhe, point; pointing
1080, 至于, zhìyú, As for
1081, 治病, zhì bìng, treat a disease; treat an
1082, 智慧, zhìhuì, wisdom
1083, 中等, zhōng děng, medium; moderate
1084, 中华, zhōng huá, China
1085, 中期, zhōng qī, mid-term; metaphase
1087, 忠心, zhōng xīn, loyalty; devotion; faithfulness
1088, 钟头, zhōng tóu, hour
1089, 肿, zhǒng, swollen; bloat; swelling
1090, 种种, zhǒng zhǒng, all sorts of; all kinds of; a
1091, 粥, zhōu, Porridge
1092, 珠宝, zhū bǎo, jewelry
1093, 诸位, zhūwèi, every one
1094, 主持人, zhǔ chí rén, host; presenter
1095, 主角, zhǔ jué, lead; protagonist; leading
1096, 主流, zhǔliú, Main stream
1097, 煮, zhǔ, cook
1098, 住宅, zhùzhái, residence
1099, 驻, zhù, station; resident; stationed;
1100, 柱子, zhù zi, post; pillar
1101, 祝愿, zhù yuàn, wish
1102, 专用, zhuān yòng, special; dedicated
1103, 转, zhuàn, turn
1105, 赚, zhuàn, earn
1106, 赚钱, zhuàn qián, make money
1107, 装备, zhuāngbèi, equipment
1108, 壮观, zhuàngguān, grand; sublime
1109, 追究, zhuījiū, Investigate
1110, 捉, zhuō, clutch; grasp; hold; capture
1111, 咨询, zīxún, Consultation
1112, 自来水, zì lái shuǐ, tap water; running water
1113, 自我, zì wǒ, oneself; self
1114, 自学, zì xué, self-study
1115, 自言自语, zì yán zì yǔ, soliloquize; talk to oneself
1116, 自在, zì zài, free; comfortable;
1117, 宗教, zōngjiào, Religion
1118, 总部, zǒng bù, headquarters; general
1119, 总监, zǒng jiān, director; chief inspector
1120, 总经理, zǒng jīng lǐ, general manager
1121, 总量, zǒng liàng, total; all quantity
1122, 走私, zǒusī, smuggle
1123, 奏, zòu, play; play music
1125, 足, zú, foot; leg; sufficient; ample;
1126, 足以, zúyǐ, Enough
1127, 族, zú, clan; race; nationality
1128, 族（上班族）, zú （shàng bān zú）, a class of things with common features or attribute (office worker; commuter)
1129, 祖父, zǔfù, grandfather
1130, 祖国, zǔguó, Motherland
1131, 祖母, zǔ mǔ, grandmother
1132, 钻, zuàn, diamond; jewel; drill
1133, 最佳, zuì jiā, optimal; the best; optimum
1134, 最终, zuì zhōng, final; ultimate
1135, 罪, zuì, sin; crime; guilt; fault; blame
1136, 罪恶, zuì è, sin; crime; evil
1137, 作, zuò, rise; compose; pretend;
1138, 作废, zuòfèi," cancel, blank out"
