Index,Chinese,Pingyin,English
842, 因此, yīncǐ, therefore
843, 银, yín, silver
844, 银牌, yín pái, silver medal
845, 印象, yìnxiàng, impression
846, 应当, yīng dāng, should; ought to
847, 迎接, yíngjiē," meet, pick, welcome"
848, 营养, yíngyǎng, Nutrition
849, 赢, yíng, win
850, 影视, yǐng shì, film and television
851, 应用, yìngyòng, application
852, 优点, yōudiǎn, Advantage
853, 优势, yōushì, advantage
854, 由, yóu, from
855, 由于, yóuyú, Because
856, 邮件, yóu jiàn, mail; post; postal matter
857, 邮票, yóu piào, postage stamp; stamp
859, 游, yóu, swim; wander; travel; tour
860, 游戏, yóuxì, Game
861, 游泳, yóuyǒng, Swimming
862, 有的是, yǒu de shì, have plenty of; there's no lack of
863, 有利, yǒulì, favourable; beneficial
864, 有效, yǒu xiào, effective; valid
865, 预报, yùbào, prediction
866, 预防, yùfáng, Prevention
867, 预计, yù jì, expected; estimate
868, 预习, yùxí, Preview
869, 员（服务员）, yuán （fú wù yuá, n） a person engaged in some field of
870, 员工, yuángōng, employee
871, 愿望, yuànwàng, desire
872, 约, yuē, appointment; agreement; arrange;
873, 乐队, yuè duì, orchestra; band
874, 运输, yùnshū, transport
875, 杂志, zázhì, Magazine
876, 早已, zǎo yǐ, long ago; for a long time
877, 造, zào, make; build; create; produce
879, 责任, zérèn, responsibility
880, 增加, zēngjiā, increase
881, 增长, zēng zhǎng, increase; grow
882, 展开, zhǎnkāi, Open
883, 张, zhāng, Zhang
884, 照, zhào, reflect
885, 者（志愿者）, zhě （zhì yuàn  zhě）, suffix (volunteer)
886, 真实, zhēnshí, real
887, 争, zhēng, contend; dispute; fight; strive; vie
888, 争取, zhēngqǔ, strive for
889, 整, zhěng, whole; all; entire; complete
890, 整个, zhěnggè, Whole
891, 整理, zhěnglǐ, Arrangement
892, 整齐, zhěngqí, neat
893, 整体, zhěngtǐ, Whole
894, 整天, zhěng tiān, all day long
895, 整整, zhěng zhěng, whole; full
896, 正（形）, zhèng, straight; upright; positive; correct;
897, 正式, zhèngshì, formal
899, 证件, zhèngjiàn, Certificates
900, 证据, zhèngjù, evidence
901, 证明, zhèngmíng, Prove
902, 支（量）, zhī, (measure word)
903, 支持, zhīchí, Support
904, 支付, zhī fù, pay money; defray
905, 只, zhī, single; lonely
906, 直, zhí, straight
907, 直播, zhíbō, on live
908, 直到, zhí dào, until
909, 值, zhí, value; be worth
910, 值得, zhíde, Worth
911, 职工, zhí gōng, staff; worker
912, 职业, zhíyè, Occupation
913, 只好, zhǐhǎo, have to
914, 只是, zhǐ shì, merely; only; just
915, 只有, zhǐ yǒu, only
916, 指, zhǐ, finger
917, 指出, zhǐ chū, point out; indicate
918, 指导, zhǐdǎo, guidance
919, 至今, zhìjīn, so far
921, 志愿, zhì yuàn, volunteer; aspiration; wish
922, 志愿者, zhìyuànzhě, Volunteer
923, 制定, zhìdìng, Formulate
924, 制度, zhìdù, system
925, 制造, zhìzào, Manufacture
926, 制作, zhìzuò, Make
927, 中部, zhōng bù, central section; middle part
928, 中华民族, zhōng huá mín  zú, Chinese nation
929, 终于, zhōngyú, finally
930, 钟, zhōng, bell; clock; call bell; time
931, 种, zhǒng, species
932, 种子, zhǒngzi, seed
933, 重大, zhòngdà, significant
934, 周围, zhōuwéi, around
935, 猪, zhū, pig
936, 主持, zhǔchí, Host
937, 主动, zhǔdòng, active
938, 主任, zhǔrèn, Headmaster
939, 主意, zhǔyi, idea
940, 主张, zhǔzhāng, opinion
942, 祝, zhù, express good wishes; wish
943, 抓, zhuā, grab
944, 抓住, zhuā zhù, catch; catch hold of; grip; capture
945, 专家, zhuānjiā, expert
946, 专门, zhuānmén, specialized
947, 专题, zhuāntí, special collection
948, 专业, zhuānyè, major
949, 转, zhuàn, turn
950, 转变, zhuǎnbiàn, change
951, 状况, zhuàngkuàng, status
952, 状态, zhuàngtài, state
953, 追, zhuī, run after
954, 准, zhǔn, follow; permit; allow; standard
955, 资格, zīgé, Qualifications
956, 资金, zījīn, capital
957, 子女, zǐ nǚ, child; sons and daughters
958, 自从, zìcóng, Since
959, 自动, zìdòng, automatic
960, 自觉, zìjué, Conscious
961, 自然, zìrán, natural
962, 自身, zì shēn, oneself; self
964, 总, zǒng, always; consistently
965, 总结, zǒngjié, summary
966, 总是, zǒngshì, always
967, 足够, zú gòu, enough; ample; sufficient
968, 足球, zú qiú, soccer; football
969, 组合, zǔhé, combination
970, 左右, zuǒyòu, About
971, 作品, zuòpǐn, works
972, 作者, zuòzhě, author
