Index,Chinese,Pingyin,English
809, 小伙子, xiǎohuǒzi, Young fellow
810, 小型, xiǎo xíng, small -size; small -scale
811, 效率, xiàolǜ, efficiency
812, 些, xiē, some
813, 心理, xīnlǐ, Psychology
814, 新郎, xīnláng, Groom
815, 新娘, xīnniáng, Bride
816, 新鲜, xīnxiān, fresh
818, 兴奋, xīngfèn, Excitement
819, 形容, xíngróng, describe
820, 形势, xíngshì, situation
821, 型, xíng, mould; model; type; pattern
822, 型号, xíng hào, model; type; pattern
823, 醒, xǐng, wake up
824, 兴趣, xìng qù, interest
825, 性质, xìngzhì, Nature
826, 兄弟, xiōngdì, Brother
827, 胸部, xiōng bù, chest; thorax; breast
828, 修理, xiūlǐ, repair
829, 选择, xuǎnzé, Choice
830, 学分, xué fēn, credit; academic credit
831, 学年, xué nián, school year; academic year
832, 学时, xué shí, class hour; period
833, 学术, xuéshù, learning
834, 学问, xuéwen, knowledge
835, 寻找, xúnzhǎo," Seek, look for"
836, 迅速, xùnsù, rapid
837, 牙, yá, tooth; ivory; tooth -like thing
838, 牙刷, yá shuā, toothbrush
840, 呀, ya, ah
841, 延长, yáncháng, extend
842, 延期, yánqī, Delay
843, 延续, yánxù, continue
844, 严, yán, strict; tight; severe; stern
845, 严格, yángé, strict
846, 严重, yánzhòng, serious
847, 研究, yánjiū, research
848, 研究生, yán jiū shēng, postgraduate; graduate student
849, 研制, yán zhì, prepare; manufacture; develop
850, 盐, yán, salt
851, 眼镜, yǎnjìng, glasses
852, 眼泪, yǎn lèi, tear; eyedrop
853, 眼里, yǎn lǐ, within one's vision; in one's eyes
854, 演讲, yǎnjiǎng, speech
855, 阳台, yángtái, balcony
856, 养成, yǎngchéng, Cultivate
857, 腰, yāo, waist
858, 摇, yáo, shake
859, 药物, yào wù, drug; medicine
860, 要（连）, yào, if
862, 叶子, yèzi, Leaf
863, 医疗, yī liáo, medical treatment
864, 医学, yī xué, medical science; medicine
865, 依靠, yīkào, rely on; depend on
866, 依然, yīrán, still
867, 一律, yílǜ, all and singular
868, 一再, yízài, repeatedly
869, 一致, yízhì, Agreement
870, 移, yí, move; remove; shift; change; alter
871, 移动, yídòng, move
872, 移民, yímín, immigrant
873, 遗产, yíchǎn, heritage
874, 遗传, yíchuán, inheritance
875, 疑问, yíwèn, Doubt
876, 以及, yǐjí, as well as
877, 以内, yǐ nèi, within
878, 一般来说, yì bān lái, shu
879, 义务, yìwù, obligation
880, 议论, yìlùn, Discussion
882, 引导, yǐndǎo, guide
883, 引进, yǐn jìn, introduce from elsewhere; bring in;
884, 引起, yǐnqǐ, cause
885, 应, yīng, should; ought to; answer; respond;
886, 英勇, yīngyǒng, heroic
887, 营业, yíngyè, Do business
888, 赢得, yíng dé, gain; win
889, 影子, yǐngzi, shadow
890, 勇敢, yǒnggǎn, Brave
891, 勇气, yǒngqì, courage
892, 用途, yòngtú, purpose
893, 优良, yōu liáng, fine; good; excellent
894, 优美, yōuměi, Graceful
895, 优秀, yōuxiù, excellent
896, 邮局, yóujú, Post Office
897, 有劲儿, yǒu jìnr, strong; energetic
898, 有趣, yǒuqù, interesting
899, 有限, yǒu xiàn, limited; finite
900, 幼儿园, yòu'éryuán, Kindergarten
902, 语法, yǔfǎ, grammar
903, 语音, yǔ yīn, voice
904, 玉, yù, jade
905, 玉米, yùmǐ, Corn
906, 预测, yù cè, forecast; prognosis
907, 预订, yùdìng, book; subscribe for
908, 遇, yù, meet; encounter
909, 遇到, yùdào, encounter
910, 遇见, yù jiàn, meet; come across
911, 原料, yuánliào, raw material
912, 原则, yuánzé, Principle
913, 圆, yuán, circular
914, 圆满, yuánmǎn, Satisfactorily
915, 约会, yuēhuì, Date
916, 月底, yuè dǐ, the end of a month
917, 阅读, yuèdú, Read
918, 运动会, yùn  dòng huì, sports meeting
919, 运动员, yùn  dòng yuán, athlete; sportsman
920, 运气, yùnqi, luck
922, 再三, zàisān, repeatedly
923, 在乎, zàihu, care about
924, 在于, zàiyú, rest with
925, 赞成, zànchéng, agree
926, 赞赏, zàn shǎng, praise; panegyrize; eulogize;
927, 赞助, zànzhù, Sponsor
928, 造型, zàoxíng, style; modeling
929, 战斗, zhàndòu, Battle
930, 战胜, zhàn shèng, defeat; conquer
931, 战士, zhàn shì, warrior; soldier; fighter
932, 战争, zhànzhēng, War
933, 丈夫, zhàngfu, husband
934, 招呼, zhāo, hu call; hail; greet; glad -hand
935, 着, zhe, in process of
936, 着火, zháohuǒ, on fire
937, 着急, zháojí, Worry
938, 召开, zhàokāi, convene
939, 折, zhé, fracture
940, 针, zhēn, needle; injection
941, 针对, zhēnduì, In the light of
943, 争论, zhēnglùn, debate
944, 征服, zhēngfú, Conquer
945, 征求, zhēngqiú," seek, ask for"
946, 政府, zhèngfǔ, government
947, 政治, zhèngzhì, Politics
948, 之后, zhī hòu, later; after; afterwards
949, 之间, zhī jiān, between; among
950, 之前, zhī qián, before; prior to
951, 之一, zhī yī, one of
952, 支（动）, zhī, put up; protrude; support; send away
953, 植物, zhíwù, Botany
954, 指挥, zhǐhuī, command
955, 制订, zhì dìng, formulate; work out; map out
956, 质量, zhìliàng, quality
957, 治, zhì, rule; govern; manage; cure; treatment
958, 治疗, zhìliáo, Treatment
959, 智力, zhìlì, intelligence
960, 智能, zhìnéng, Intelligence
961, 中介, zhōngjiè, intermediary
962, 种类, zhǒnglèi, type
963, 中奖, zhòng jiǎng, win a lottery
965, 种植, zhòngzhí, plant
966, 重量, zhòngliàng, weight
967, 逐步, zhúbù, gradually
968, 逐渐, zhújiàn, gradually
969, 主题, zhǔtí, theme
970, 主席, zhǔxí, Chairman
971, 祝福, zhùfú, blessing
972, 著名, zhùmíng, famous
973, 著作, zhùzuò, Work
974, 抓紧, zhuājǐn, Pay close attention to; grasp
975, 专心, zhuānxīn, Attentively
976, 转动, zhuǎn dòng, turn; move; turn round
977, 转告, zhuǎngào, Tell
978, 转身, zhuǎn shēn, turn round; face about
979, 转弯, zhuǎn wān, make a turn; turn a corner
980, 转移, zhuǎnyí, transfer
981, 装修, zhuāngxiū, decorate house
982, 装置, zhuāng zhì, device; equipment
983, 追求, zhuīqiú, Pursuit
984, 准时, zhǔnshí, on time
985, 资料, zīliào, data
987, 自, zì, from; since; self; oneself
988, 自信, zìxìn, self-confidence
989, 字母, zìmǔ, Letter
990, 综合, zōnghé, comprehensive
991, 总共, zǒnggòng, In total
992, 总理, zǒnglǐ, prime minister
993, 总统, zǒngtǒng, President
994, 总之, zǒngzhī, in short
995, 阻止, zǔzhǐ, prevent
996, 嘴巴, zuǐ ba, mouth
997, 最初, zuìchū, First
998, 作出, zuò chū," make (a decision, etc.)"
999, 作为, zuòwéi, As
